"Company Name","Domain","New Column","Website","LinkedIn URL","Founded Year","Revenue","Revenue (USD)","Tier","SaaS Status & Reason"
"Itineris","itineris.net",,"http://www.itineris.net","http://www.linkedin.com/company/itineris","2003","71M",71000000,"Tier 1","true"
"Sesame HR","sesamehr.es",,"http://www.sesamehr.es","http://www.linkedin.com/company/sesamehr","2015","23M",23000000,"Tier 1","true"
"Upstream","upstreamsystems.com",,"http://www.upstreamsystems.com","http://www.linkedin.com/company/upstream","2001","89.4M",89400000,"Tier 1","false"
"Spryker","spryker.com",,"http://www.spryker.com","http://www.linkedin.com/company/spryker","2014","26.2M",26200000,"Tier 1","false"
"Strands","strands.com",,"http://www.strands.com","http://www.linkedin.com/company/strandslabs","2004","22.5M",22500000,"Tier 1","true"
"PLAYTOMIC","playtomic.com",,"http://www.playtomic.com","http://www.linkedin.com/company/playtomic","2017","233M",233000000,"Tier 1","true"
"Free2move","free2move.com",,"http://www.free2move.com","http://www.linkedin.com/company/free2move","2016","50M",50000000,"Tier 1","false"
"Formalize","formalize.com",,"http://www.formalize.com","http://www.linkedin.com/company/formalize-com",,"",,"Tier 1","true"
"Multiverse Computing","multiversecomputing.com",,"http://www.multiversecomputing.com","http://www.linkedin.com/company/multiversecomputing","2019","2M",2000000,"Tier 1","false"
"Sewan Groupe","sewan.fr",,"http://www.sewan.fr","http://www.linkedin.com/company/sewangroupe","2007","178.6M",178563000,"Tier 1","true"
"HealthHero","healthhero.com",,"http://www.healthhero.com","http://www.linkedin.com/company/healthhero","2004","158M",158000000,"Tier 1","false"
"Objectway","objectway.com",,"http://www.objectway.com","http://www.linkedin.com/company/objectway","1990","246M",246000000,"Tier 1","true"
"Everli","everli.com",,"http://www.everli.com","http://www.linkedin.com/company/everliofficial","2014","118M",118000000,"Tier 1","false"
"Tibber","tibber.com",,"http://www.tibber.com","http://www.linkedin.com/company/tibber","2016","141.5M",141500000,"Tier 1","false"
"Genially","genially.com",,"http://www.genially.com","http://www.linkedin.com/company/geniallyofficial","2015","26.9M",26900000,"Tier 1","true"
"Flashpoint","flashpointvc.com",,"http://www.flashpointvc.com","http://www.linkedin.com/company/flashpointinvestments","2012","",,"Tier 1","false"
"Partoo","partoo.co",,"http://www.partoo.co","http://www.linkedin.com/company/partoo","2014","37M",37000000,"Tier 1","true"
"Yousign","yousign.com",,"http://www.yousign.com","http://www.linkedin.com/company/yousign","2013","39.1M",39100000,"Tier 1","true"
"Stack Overflow","stackoverflow.co",,"http://www.stackoverflow.co","http://www.linkedin.com/company/stack-overflow","2008","175.6M",175600000,"Tier 1","true"
"HackerRank","hackerrank.com",,"http://www.hackerrank.com","http://www.linkedin.com/company/hackerrank","2012","221M",221000000,"Tier 1","true"
"Perplexity","perplexity.ai",,"http://www.perplexity.ai","http://www.linkedin.com/company/perplexity-ai","2022","150M",150000000,"Tier 1","true"
"Docker, Inc","docker.com",,"http://www.docker.com","http://www.linkedin.com/company/docker","2013","207M",207000000,"Tier 1","true"
"LeetCode","leetcode.com",,"http://www.leetcode.com","http://www.linkedin.com/company/leet-code","2011","8M",8000000,"Tier 1","true"
"The Linux Foundation","linuxfoundation.org",,"http://www.linuxfoundation.org","http://www.linkedin.com/company/the-linux-foundation","2007","311.3M",311343000,"Tier 1","false"
"Mondo","mondo.com",,"http://www.mondo.com","http://www.linkedin.com/company/mondo","2000","186.4M",186400000,"Tier 1","false"
"Strava","strava.com",,"http://www.strava.com","http://www.linkedin.com/company/strava-inc.","2009","500M",500000000,"Tier 1","true"
"Cohere","cohere.com",,"http://www.cohere.com","http://www.linkedin.com/company/cohere-ai","2019","150M",150000000,"Tier 1","true"
"Flutter Community","flutter.dev",,"http://www.flutter.dev","http://www.linkedin.com/company/flutter-app-development","2017","348.2B",348159000000,"Tier 1","false"
"Keeper Security, Inc.","keepersecurity.com",,"http://www.keepersecurity.com","http://www.linkedin.com/company/keeper-security-inc-","2011","90.6M",90600000,"Tier 1","true"
"Runway","runwayml.com",,"http://www.runwayml.com","http://www.linkedin.com/company/runwayml","2018","121.6M",121600000,"Tier 1","true"
"DuckDuckGo","duckduckgo.com",,"http://www.duckduckgo.com","http://www.linkedin.com/company/duck-duck-go","2008","100M",100000000,"Tier 1","false"
"Illumio","illumio.com",,"http://www.illumio.com","http://www.linkedin.com/company/illumio","2013","61.0M",60989000,"Tier 1","true"
"Atlan","atlan.com",,"http://www.atlan.com","http://www.linkedin.com/company/atlan-hq","2019","7.5M",7500000,"Tier 1","true"
"Eightfold AI","eightfold.ai",,"http://www.eightfold.ai","http://www.linkedin.com/company/eightfoldai","2016","405.6M",405600000,"Tier 1","true"
"Consensys","consensys.io",,"http://www.consensys.io","http://www.linkedin.com/company/consensys-software-inc","2014","250M",250000000,"Tier 1","true"
"DataRobot","datarobot.com",,"http://www.datarobot.com","http://www.linkedin.com/company/datarobot","2012","285M",285000000,"Tier 1","true"
"Oyster®","oysterhr.com",,"http://www.oysterhr.com","http://www.linkedin.com/company/oysterhr","2020","96.6M",96600000,"Tier 1","true"
"Thinking Machines Lab","thinkingmachines.ai",,"http://www.thinkingmachines.ai","http://www.linkedin.com/company/thinkingmachinesai",,"",,"Tier 1","true"
"Oculus VR","oculus.com",,"http://www.oculus.com","http://www.linkedin.com/company/oculus-vr","2012","2.2B",2150000000,"Tier 1","false"
"Seclore","seclore.com",,"http://www.seclore.com","http://www.linkedin.com/company/seclore","2010","59.5M",59500000,"Tier 1","true"
"Gruve","gruve.ai",,"http://www.gruve.ai","http://www.linkedin.com/company/gruveai","2024","24.4M",24400000,"Tier 1","false"
"H2O.ai","h2o.ai",,"http://www.h2o.ai","http://www.linkedin.com/company/h2oai","2012","75M",75000000,"Tier 1","true"
"ClickHouse","clickhouse.com",,"http://www.clickhouse.com","http://www.linkedin.com/company/clickhouseinc","2021","96M",96000000,"Tier 1","true"
"Dataminr","dataminr.com",,"http://www.dataminr.com","http://www.linkedin.com/company/dataminr","2009","200M",200000000,"Tier 1","true"
"Eagle Eye Networks","een.com",,"http://www.een.com","http://www.linkedin.com/company/eagleeyenetworks","2012","112.6M",112588000,"Tier 1","true"
"BlueVoyant","bluevoyant.com",,"http://www.bluevoyant.com","http://www.linkedin.com/company/bluevoyant","2017","213.5M",213500000,"Tier 1","true"
"Stability AI","stability.ai",,"http://www.stability.ai","http://www.linkedin.com/company/stability-ai","2019","50M",50000000,"Tier 1","true"
"Superside","superside.com",,"http://www.superside.com","http://www.linkedin.com/company/superside","2015","44.9M",44900000,"Tier 1","false"
"Weights & Biases","wandb.ai",,"http://www.wandb.ai","http://www.linkedin.com/company/wandb","2017","13.6M",13600000,"Tier 1","true"
"SambaNova","sambanova.ai",,"http://www.sambanova.ai","http://www.linkedin.com/company/sambanova","2017","100M",100000000,"Tier 1","true"
"Kickstarter","kickstarter.com",,"http://www.kickstarter.com","http://www.linkedin.com/company/kickstarter","2009","300M",300000000,"Tier 1","false"
"Napster Corp.","napster.ai",,"http://www.napster.ai","http://www.linkedin.com/company/napstercorp","2019","113.0M",112999000,"Tier 1","true"
"High5","high5hire.com",,"http://www.high5hire.com","http://www.linkedin.com/company/high5hire","2021","12M",12000000,"Tier 1","false"
"Avalanche","avax.network",,"http://www.avax.network","http://www.linkedin.com/company/avalancheavax","2018","9M",9000000,"Tier 1","false"
"Drata","drata.com",,"http://www.drata.com","http://www.linkedin.com/company/drata","2020","100M",100000000,"Tier 1","true"
"Cyble","cyble.com",,"http://www.cyble.com","http://www.linkedin.com/company/cyble-global","2019","6.6M",6600000,"Tier 1","true"
"AdvantageClub.ai","advantageclub.ai",,"http://www.advantageclub.ai","http://www.linkedin.com/company/advantageclub","2016","38M",38000000,"Tier 1","true"
"Conviva","conviva.com",,"http://www.conviva.com","http://www.linkedin.com/company/conviva","2006","59.3M",59300000,"Tier 1","true"
"Level AI","thelevel.ai",,"http://www.thelevel.ai","http://www.linkedin.com/company/level-ai","2018","23.4M",23400000,"Tier 1","true"
"Cybereason, A LevelBlue Company","cybereason.com",,"http://www.cybereason.com","http://www.linkedin.com/company/cybereason","2012","62.8M",62800000,"Tier 1","false"
"Slideshare","slideshare.net",,"http://www.slideshare.net","http://www.linkedin.com/company/slideshare","2006","25M",25000000,"Tier 1","false"
"Versa Networks","versa-networks.com",,"http://www.versa-networks.com","http://www.linkedin.com/company/versa-networks","2012","90M",90000000,"Tier 1","true"
"Fandango","fandango.com",,"http://www.fandango.com","http://www.linkedin.com/company/fandango","2000","83.6M",83600000,"Tier 1","false"
"Magic","getmagic.com",,"http://www.getmagic.com","http://www.linkedin.com/company/get-magic","2014","128.6M",128600000,"Tier 1","false"
"TechCrunch","techcrunch.com",,"http://www.techcrunch.com","http://www.linkedin.com/company/techcrunch","2005","525M",525000000,"Tier 1","false"
"Coursera Course Certificates","",,"","http://www.linkedin.com/company/coursera-verified","2012","",,"Tier 1",
"Russell Tobin","russelltobin.com",,"http://www.russelltobin.com","http://www.linkedin.com/company/russell-tobin-&-associates-llc","2010","6.2M",6200000,"Tier 1","false"
"BrightEdge","brightedge.com",,"http://www.brightedge.com","http://www.linkedin.com/company/brightedge","2007","120M",120000000,"Tier 1","true"
"IgniteTech","ignitetech.com",,"http://www.ignitetech.com","http://www.linkedin.com/company/ignite-tech","2000","50M",50000000,"Tier 1","true"
"Varsity Tutors, a Nerdy Company","varsitytutors.com",,"http://www.varsitytutors.com","http://www.linkedin.com/company/varsity-tutors","2007","190.2M",190231000,"Tier 1","false"
"Corporate Finance Institute® (CFI)","corporatefinanceinstitute.com",,"http://www.corporatefinanceinstitute.com","http://www.linkedin.com/school/corporate-finance-institute-cfi","2016","79.4M",79400000,"Tier 1","true"
"Discord","discord.com",,"http://www.discord.com","http://www.linkedin.com/company/discord","2015","1.1B",1100000000,"Tier 1","true"
"A Cloud Guru | A Pluralsight Company","",,"","http://www.linkedin.com/company/a-cloud-guru","2015","",,"Tier 1",
"Glossier, Inc.","glossier.com",,"http://www.glossier.com","http://www.linkedin.com/company/glossier","2014","75M",75000000,"Tier 1","false"
"AngelList","angellist.com",,"http://www.angellist.com","http://www.linkedin.com/company/angellist","2010","80.3M",80300000,"Tier 1","true"
"Lightspeed","lsvp.com",,"http://www.lsvp.com","http://www.linkedin.com/company/lightspeed-venture-partners","2000","63.1M",63100000,"Tier 1","false"
"Blueground","theblueground.com",,"http://www.theblueground.com","http://www.linkedin.com/company/blueground-co","2013","560M",560000000,"Tier 1","false"
"Phaxis","phaxis.com",,"http://www.phaxis.com","http://www.linkedin.com/company/phaxis-consulting","2002","27.7M",27700000,"Tier 1","false"
"Turnitin","turnitin.com",,"http://www.turnitin.com","http://www.linkedin.com/company/turnitin","1996","105.1M",105100000,"Tier 1","true"
"Raise","raise.com",,"http://www.raise.com","http://www.linkedin.com/company/raiserecruiting","2013","39M",39000000,"Tier 1","false"
"Adobe Commerce","",,"","http://www.linkedin.com/company/adobe-commerce","2008","",,"Tier 1",
"Gate","gate.com",,"http://www.gate.com","http://www.linkedin.com/company/gateio","2013","8M",8000000,"Tier 1","false"
"Codecademy","codecademy.com",,"http://www.codecademy.com","http://www.linkedin.com/school/codecademy","2011","99.2M",99200000,"Tier 1","true"
"Platzi","platzi.com",,"http://www.platzi.com","http://www.linkedin.com/school/platzi-inc","2012","15M",15000000,"Tier 1","true"
"Eventbrite","eventbrite.com",,"http://www.eventbrite.com","http://www.linkedin.com/company/eventbrite","2006","294.8M",294798000,"Tier 1","false"
"Betterfly","betterfly.com",,"http://www.betterfly.com","http://www.linkedin.com/company/gobetterfly","2018","72M",72000000,"Tier 1","true"
"Alibaba Cloud Global","",,"","http://www.linkedin.com/company/alibabacloudglobal",,"",,"Tier 1",
"ButterflyMX","butterflymx.com",,"http://www.butterflymx.com","http://www.linkedin.com/company/butterflymx","2014","65.6M",65600000,"Tier 1","true"
"Together AI","together.ai",,"http://www.together.ai","http://www.linkedin.com/company/togethercomputer","2022","100M",100000000,"Tier 1","true"
"Sandvine (Now AppLogic Networks)","",,"","http://www.linkedin.com/company/sandvine","2001","189M",189000000,"Tier 1",
"Cursor","cursor.com",,"http://www.cursor.com","http://www.linkedin.com/company/cursorai","2017","1B",1000000000,"Tier 1","true"
"data.ai (by Sensor Tower)","data.ai",,"http://www.data.ai","http://www.linkedin.com/company/dataai","2010","49.5M",49500000,"Tier 1","true"
"ValGenesis","valgenesis.com",,"http://www.valgenesis.com","http://www.linkedin.com/company/valgenesis-inc","2005","8.3M",8300000,"Tier 1","true"
"Vercel","vercel.com",,"http://www.vercel.com","http://www.linkedin.com/company/vercel","2015","200M",200000000,"Tier 1","true"
"Wish","wish.com",,"http://www.wish.com","http://www.linkedin.com/company/wishshopping","2010","227M",227000000,"Tier 1","false"
"Nextdoor","nextdoor.com",,"http://www.nextdoor.com","http://www.linkedin.com/company/nextdoor-com","2011","257.6M",257646000,"Tier 1","false"
"beehiiv","",,"","http://www.linkedin.com/company/beehiiv","2021","3M",3000000,"Tier 1",
"Interview Kickstart","interviewkickstart.com",,"http://www.interviewkickstart.com","http://www.linkedin.com/school/interview-kickstart","2014","104.2M",104200000,"Tier 1","true"
"ProArch","proarch.com",,"http://www.proarch.com","http://www.linkedin.com/company/proarch-it-solutions-pvt-ltd","2006","42.4M",42400000,"Tier 1","false"
"TriNet Zenefits","",,"","http://www.linkedin.com/company/zenefits","2013","",,"Tier 1",
"Groq","groq.com",,"http://www.groq.com","http://www.linkedin.com/company/groq","2016","90M",90000000,"Tier 1","true"
"Skydance","",,"","http://www.linkedin.com/company/skydancemedia","2010","",,"Tier 1",
"Pivotal Software, Inc.","",,"","http://www.linkedin.com/company/pivotal-software-inc.","2013","",,"Tier 1",
"Bright Money","brightmoney.co",,"http://www.brightmoney.co","http://www.linkedin.com/company/bright-money","2019","101.9M",101900000,"Tier 1","true"
"Bolt","bolt.com",,"http://www.bolt.com","http://www.linkedin.com/company/bolt-com","2014","28M",28000000,"Tier 1","true"
"Education","education.com",,"http://www.education.com","http://www.linkedin.com/company/education12a987b","2021","11.3M",11300000,"Tier 1","true"
"MasterClass","masterclass.com",,"http://www.masterclass.com","http://www.linkedin.com/company/masterclassinc","2015","247M",247000000,"Tier 1","true"
"Cybrary","cybrary.it",,"http://www.cybrary.it","http://www.linkedin.com/company/cybrary","2015","26M",26000000,"Tier 1","true"
"Preply","preply.com",,"http://www.preply.com","http://www.linkedin.com/company/preply","2012","485.5M",485500000,"Tier 1","true"
"Mellanox Technologies","",,"","http://www.linkedin.com/company/mellanox-technologies","1999","",,"Tier 1",
"Rocket Lawyer","rocketlawyer.com",,"http://www.rocketlawyer.com","http://www.linkedin.com/company/rocket-lawyer-inc","2008","73.8M",73800000,"Tier 1","true"
"Intelerad","intelerad.com",,"http://www.intelerad.com","http://www.linkedin.com/company/intelerad","1999","93.4M",93400000,"Tier 1","true"
"Replit","replit.com",,"http://www.replit.com","http://www.linkedin.com/company/repl-it","2016","240M",240000000,"Tier 1","true"
"Norwin Technologies","norwintechnologies.com",,"http://www.norwintechnologies.com","http://www.linkedin.com/company/norwin-technologies","2003","101.7M",101700000,"Tier 1","false"
"Cockroach Labs","cockroachlabs.com",,"http://www.cockroachlabs.com","http://www.linkedin.com/company/cockroach-labs","2015","30.8M",30800000,"Tier 1","true"
"Pico","pico.net",,"http://www.pico.net","http://www.linkedin.com/company/picotrading","2009","78.2M",78200000,"Tier 1","false"
"TierPoint","tierpoint.com",,"http://www.tierpoint.com","http://www.linkedin.com/company/tierpoint","2010","99.6M",99600000,"Tier 1","false"
"Tarana Wireless","taranawireless.com",,"http://www.taranawireless.com","http://www.linkedin.com/company/tarana-wireless-inc","2009","221M",221000000,"Tier 1","true"
"Zzazz","zzazz.com",,"http://www.zzazz.com","http://www.linkedin.com/company/zzazz",,"22.4M",22400000,"Tier 1","true"
"Optibus","optibus.com",,"http://www.optibus.com","http://www.linkedin.com/company/optibus","2014","59.6M",59600000,"Tier 1","true"
"Spiceworks","spiceworks.com",,"http://www.spiceworks.com","http://www.linkedin.com/company/spiceworks","2006","80M",80000000,"Tier 1","true"
"Elucidata","elucidata.io",,"http://www.elucidata.io","http://www.linkedin.com/company/elucidata-corporation","2015","22.2M",22200000,"Tier 1","true"
"Anaconda, Inc.","anaconda.com",,"http://www.anaconda.com","http://www.linkedin.com/company/anacondainc","2012","150M",150000000,"Tier 1","true"
"Educative","educative.io",,"http://www.educative.io","http://www.linkedin.com/company/educative-inc","2015","98.1M",98100000,"Tier 1","true"
"Looker","looker.com",,"http://www.looker.com","http://www.linkedin.com/company/looker","2012","240M",240000000,"Tier 1","true"
"Supabase","supabase.com",,"http://www.supabase.com","http://www.linkedin.com/company/supabase","2020","70M",70000000,"Tier 1","true"
"Duo Security","duo.com",,"http://www.duo.com","http://www.linkedin.com/company/duosec","2010","217.9M",217900000,"Tier 1","true"
"Veracode","veracode.com",,"http://www.veracode.com","http://www.linkedin.com/company/veracode","2006","47M",47000000,"Tier 1","true"
"Nintex Automation K2","",,"","http://www.linkedin.com/company/k2","2000","",,"Tier 1",
"DataStax","datastax.com",,"http://www.datastax.com","http://www.linkedin.com/company/datastax","2010","246.9M",246900000,"Tier 1","true"
"Pocket Gems","pocketgems.com",,"http://www.pocketgems.com","http://www.linkedin.com/company/pocket-gems","2009","28.9M",28900000,"Tier 1","false"
"Fuze: An 8x8 Company","",,"","http://www.linkedin.com/company/fuze-inc","2006","",,"Tier 1",
"TechSoup","techsoup.org",,"http://www.techsoup.org","http://www.linkedin.com/company/techsoup","1987","44.3M",44250000,"Tier 1","false"
"IBM Turbonomic","",,"","http://www.linkedin.com/company/turbonomic","2010","",,"Tier 1",
"Branch International","branch.co",,"http://www.branch.co","http://www.linkedin.com/company/branch-co","2015","104M",104000000,"Tier 1","false"
"Flutterwave","flutterwave.com",,"http://www.flutterwave.com","http://www.linkedin.com/company/flutterwave","2016","100M",100000000,"Tier 1","false"
"EarnIn","earnin.com",,"http://www.earnin.com","http://www.linkedin.com/company/earnin","2012","93.6M",93600000,"Tier 1","false"
"ACAMS","acams.org",,"http://www.acams.org","http://www.linkedin.com/company/acams","2001","102.1M",102100000,"Tier 1","false"
"Endeavor","endeavor.org",,"http://www.endeavor.org","http://www.linkedin.com/company/endeavorglobal","1997","100M",100000000,"Tier 1","false"
"ARK Investment Management LLC","ark-invest.com",,"http://www.ark-invest.com","http://www.linkedin.com/company/ark-investment-management","2014","25M",25000000,"Tier 1","false"
"Synctera","synctera.com",,"http://www.synctera.com","http://www.linkedin.com/company/synctera","2020","23.5M",23500000,"Tier 1","true"
"General Atlantic","generalatlantic.com",,"http://www.generalatlantic.com","http://www.linkedin.com/company/general-atlantic","1980","1.2B",1230000000,"Tier 1","false"
"Neo Financial","neofinancial.com",,"http://www.neofinancial.com","http://www.linkedin.com/company/neo-financial","2019","115M",115000000,"Tier 1","false"
"Accion","accion.org",,"http://www.accion.org","http://www.linkedin.com/company/accion","1961","31.6M",31559000,"Tier 1","false"
"Cedar","cedar.com",,"http://www.cedar.com","http://www.linkedin.com/company/cedar-inc.","2016","70M",70000000,"Tier 1","true"
"Stash","stash.com",,"http://www.stash.com","http://www.linkedin.com/company/stashfinancial","2015","125M",125000000,"Tier 1","true"
"MoneyLion","moneylion.com",,"http://www.moneylion.com","http://www.linkedin.com/company/moneylion","2013","545.9M",545905000,"Tier 1","false"
"Zest AI","zest.ai",,"http://www.zest.ai","http://www.linkedin.com/company/zest-ai","2009","30M",30000000,"Tier 1","true"
"Varo Bank","varomoney.com",,"http://www.varomoney.com","http://www.linkedin.com/company/varobank","2015","167.6M",167600000,"Tier 1","false"
"KOHO","koho.ca",,"http://www.koho.ca","http://www.linkedin.com/company/koho","2014","108M",108000000,"Tier 1","true"
"OnePay","onepay.com",,"http://www.onepay.com","http://www.linkedin.com/company/joinonepay","2022","200M",200000000,"Tier 1","false"
"IDB Invest","idbinvest.org",,"http://www.idbinvest.org","http://www.linkedin.com/company/idbinvest","1986","673.9M",673858000,"Tier 1","false"
"interface.ai","interface.ai",,"http://www.interface.ai","http://www.linkedin.com/company/interface-ai","2019","20M",20000000,"Tier 1","true"
"Truora Inc.","truora.com",,"http://www.truora.com","http://www.linkedin.com/company/truora","2018","16M",16000000,"Tier 1","true"
"NALA","nala.com",,"http://www.nala.com","http://www.linkedin.com/company/nalamoney","2022","24M",24000000,"Tier 1","false"
"Super.com","super.com",,"http://www.super.com","http://www.linkedin.com/company/superdotcom","2016","200M",200000000,"Tier 1","false"
"Chipper Cash","chippercash.com",,"http://www.chippercash.com","http://www.linkedin.com/company/chippercash","2018","12M",12000000,"Tier 1","false"
"Drip Capital","dripcapital.com",,"http://www.dripcapital.com","http://www.linkedin.com/company/dripcapital","2016","15.1M",15100000,"Tier 1","false"
"Grasshopper Bank","grasshopper.bank",,"http://www.grasshopper.bank","http://www.linkedin.com/company/grasshopperbank","2019","32.1M",32100000,"Tier 1","false"
"Float","floatfinancial.com",,"http://www.floatfinancial.com","http://www.linkedin.com/company/floatfinancial","2019","",,"Tier 1","true"
"Railsr","railsr.com",,"http://www.railsr.com","http://www.linkedin.com/company/railsrglobal","2016","40M",40000000,"Tier 1","true"
"Palmetto","palmetto.com",,"http://www.palmetto.com","http://www.linkedin.com/company/palmetto","2010","390.1M",390100000,"Tier 1","true"
"RepeatMD","repeatmd.com",,"http://www.repeatmd.com","http://www.linkedin.com/company/repeatmd","2021","13.1M",13100000,"Tier 1","true"
"Tala","tala.co",,"http://www.tala.co","http://www.linkedin.com/company/talamobile","2011","300M",300000000,"Tier 1","false"
"Alpaca","alpaca.markets",,"http://www.alpaca.markets","http://www.linkedin.com/company/alpacamarkets","2017","100M",100000000,"Tier 1","true"
"TRM Labs","trmlabs.com",,"http://www.trmlabs.com","http://www.linkedin.com/company/trmlabs","2018","11.3M",11300000,"Tier 1","true"
"Motive Partners","motivepartners.com",,"http://www.motivepartners.com","http://www.linkedin.com/company/motive-partners","2016","50M",50000000,"Tier 1","false"
"POSSIBLE","possiblefinance.com",,"http://www.possiblefinance.com","http://www.linkedin.com/company/possible-com","2011","3.4M",3400000,"Tier 1","false"
"Current","current.com",,"http://www.current.com","http://www.linkedin.com/company/current","2015","19M",19000000,"Tier 1","false"
"Mission Lane","missionlane.com",,"http://www.missionlane.com","http://www.linkedin.com/company/missionlane","2018","79.2M",79200000,"Tier 1","false"
"Bluevine","bluevine.com",,"http://www.bluevine.com","http://www.linkedin.com/company/bluevine","2013","100M",100000000,"Tier 1","false"
"Financeit","financeit.io",,"http://www.financeit.io","http://www.linkedin.com/company/financeit","2011","91.9M",91900000,"Tier 1","false"
"SEON","seon.io",,"http://www.seon.io","http://www.linkedin.com/company/seon-tech","2017","34.8M",34800000,"Tier 1","true"
"Cross River","crossriver.com",,"http://www.crossriver.com","http://www.linkedin.com/company/cross-river-bank","2008","675M",675040000,"Tier 1","true"
"Thrive Capital","thrivecap.com",,"http://www.thrivecap.com","http://www.linkedin.com/company/thrive-capital","2009","25M",25000000,"Tier 1","false"
"Stellar Development Foundation","stellar.org",,"http://www.stellar.org","http://www.linkedin.com/company/stellar-development-foundation","2014","7.5M",7530000,"Tier 1","false"
"Headline","headline.com",,"http://www.headline.com","http://www.linkedin.com/company/headlinevc","1998","",,"Tier 1","true"
"FalconX","falconx.io",,"http://www.falconx.io","http://www.linkedin.com/company/thefalconx","2018","75M",75000000,"Tier 1","false"
"Upside","upside.com",,"http://www.upside.com","http://www.linkedin.com/company/upside","2016","44.2M",44200000,"Tier 1","true"
"PayNearMe","paynearme.com",,"http://www.paynearme.com","http://www.linkedin.com/company/paynearme","2009","30M",30000000,"Tier 1","false"
"Borrowell","borrowell.com",,"http://www.borrowell.com","http://www.linkedin.com/company/borrowell","2014","20M",20000000,"Tier 1","true"
"Farmer's Business Network, Inc.","fbn.com",,"http://www.fbn.com","http://www.linkedin.com/company/farmers-business-network","2014","400M",400000000,"Tier 1","false"
"Mashable","mashable.com",,"http://www.mashable.com","http://www.linkedin.com/company/mashable","2005","107.3M",107300000,"Tier 1","false"
"AT&T Cybersecurity","",,"","http://www.linkedin.com/company/attcybersecurity",,"",,"Tier 1",
"Coalition, Inc.","coalitioninc.com",,"http://www.coalitioninc.com","http://www.linkedin.com/company/coalitioninc","2017","324.5M",324500000,"Tier 1","true"
"mthree","mthree.com",,"http://www.mthree.com","http://www.linkedin.com/company/mthree","2010","12.2M",12222000,"Tier 1","false"
"Bitsight","bitsight.com",,"http://www.bitsight.com","http://www.linkedin.com/company/bitsight","2011","200M",200000000,"Tier 1","true"
"Nozomi Networks","nozominetworks.com",,"http://www.nozominetworks.com","http://www.linkedin.com/company/nozomi-networks-sa","2013","74.7M",74695000,"Tier 1","true"
"PortSwigger","portswigger.net",,"http://www.portswigger.net","http://www.linkedin.com/company/portswigger","2008","48M",48000000,"Tier 1","true"
"Claroty","claroty.com",,"http://www.claroty.com","http://www.linkedin.com/company/claroty","2015","144M",144000000,"Tier 1","true"
"Trustwave, A LevelBlue Company","",,"","http://www.linkedin.com/company/trustwave","1995","1B",1000000000,"Tier 1",
"SQUAD - Cabinet de conseils et d’expertises","squadgroup.com",,"http://www.squadgroup.com","http://www.linkedin.com/company/squad-conseil","2011","143M",143000000,"Tier 1","false"
"Pentera","pentera.io",,"http://www.pentera.io","http://www.linkedin.com/company/penterasecurity","2015","100M",100000000,"Tier 1","true"
"I-TRACING","i-tracing.com",,"http://www.i-tracing.com","http://www.linkedin.com/company/i-tracing","2005","258M",258000000,"Tier 1","false"
"Immersive","immersivelabs.com",,"http://www.immersivelabs.com","http://www.linkedin.com/company/immersive-labs-limited","2017","80M",80000000,"Tier 1","true"
"IronCircle","ironcircle.com",,"http://www.ironcircle.com","http://www.linkedin.com/company/ironcirclecyber","2025","50M",50000000,"Tier 1","true"
"Cyberbit","cyberbit.com",,"http://www.cyberbit.com","http://www.linkedin.com/company/cyberbit","2015","112.5M",112500000,"Tier 1","true"
"Schwarz Gruppe","gruppe.schwarz",,"http://www.gruppe.schwarz","http://www.linkedin.com/company/schwarzgruppe","1930","180.3B",180291760000,"Tier 1","false"
"Magnet Forensics","magnetforensics.com",,"http://www.magnetforensics.com","http://www.linkedin.com/company/magnet-forensics","2009","98.9M",98934000,"Tier 1","true"
"FutureLearn","futurelearn.com",,"http://www.futurelearn.com","http://www.linkedin.com/company/futurelearn","2012","16M",16000000,"Tier 1","true"
"A-LIGN","a-lign.com",,"http://www.a-lign.com","http://www.linkedin.com/company/a-lign","2009","92.2M",92200000,"Tier 1","false"
"BLACKCLOAK","blackcloak.io",,"http://www.blackcloak.io","http://www.linkedin.com/company/blackcloak","2018","12.5M",12500000,"Tier 1","true"
"Orca Security","orca.security",,"http://www.orca.security","http://www.linkedin.com/company/orca-security","2019","64.2M",64200000,"Tier 1","true"
"Action1","action1.com",,"http://www.action1.com","http://www.linkedin.com/company/action1corp","2018","15M",15000000,"Tier 1","true"
"NIKSUN","niksun.com",,"http://www.niksun.com","http://www.linkedin.com/company/niksun","1997","89.8M",89800000,"Tier 1","false"
"ThreatLocker","threatlocker.com",,"http://www.threatlocker.com","http://www.linkedin.com/company/threatlockerinc","2017","100M",100000000,"Tier 1","true"
"YL Ventures","ylventures.com",,"http://www.ylventures.com","http://www.linkedin.com/company/yl-ventures","2007","14.2M",14167000,"Tier 1","false"
"Malwarebytes","malwarebytes.com",,"http://www.malwarebytes.com","http://www.linkedin.com/company/malwarebytes","2008","6M",6000000,"Tier 1","true"
"Venafi, a CyberArk Company","",,"","http://www.linkedin.com/company/venafi","2004","",,"Tier 1",
"Fullstack Academy","fullstackacademy.com",,"http://www.fullstackacademy.com","http://www.linkedin.com/school/fullstack-academy","2012","30M",30000000,"Tier 1","false"
